"193","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","365858/03",NULL,"2025-12-08",NULL,NULL,"6435.66","Atrasada","Ref. a NF nº 365858 - Antecipado 50% À vista","Importação PDF"
"194","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","369583/01",NULL,"2025-12-19",NULL,NULL,"15337.94","Em aberto","Ref. a NF nº 369583","Importação PDF"
"195","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","368113/02",NULL,"2025-12-22",NULL,NULL,"6417.60","Em aberto","Ref. a NF nº 368113","Importação PDF"
"196","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","368110/02",NULL,"2025-12-22",NULL,NULL,"5290.92","Pago","Ref. a NF nº 368110 - Pagamento 50% a vista - alteração de valores de parcelas","Importação PDF"
"197","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","366686/03",NULL,"2025-12-24",NULL,NULL,"13227.30","Em aberto","Ref. a NF nº 366686 - 50% pago à vista","Importação PDF"
"198","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","369795/01",NULL,"2025-12-25",NULL,NULL,"9574.53","Em aberto","Ref. a NF nº 369795","Importação PDF"
"199","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","368487/02",NULL,"2025-12-30",NULL,NULL,"2194.20","Pago","Ref. a NF nº 368487","Importação PDF"
"200","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","367061/03",NULL,"2025-12-31",NULL,NULL,"8755.66","Em aberto","Ref. a NF nº 367061","Importação PDF"
"201","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","368712/02",NULL,"2026-01-05",NULL,NULL,"6417.60","Em aberto","Ref. a NF nº 368712","Importação PDF"
"202","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","369583/02",NULL,"2026-01-19",NULL,NULL,"12835.09","Em aberto","Ref. a NF nº 369583","Importação PDF"
"203","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","368113/03",NULL,"2026-01-21",NULL,NULL,"6417.60","Em aberto","Ref. a NF nº 368113","Importação PDF"
"204","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","368110/03",NULL,"2026-01-21",NULL,NULL,"5290.92","Pago","Ref. a NF nº 368110 - Pagamento 50% a vista - alteração de valores de parcelas","Importação PDF"
"205","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","369795/02",NULL,"2026-01-26",NULL,NULL,"8012.17","Em aberto","Ref. a NF nº 369795","Importação PDF"
"206","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","368487/03",NULL,"2026-01-29",NULL,NULL,"2194.20","Pago","Ref. a NF nº 368487","Importação PDF"
"207","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","368712/03",NULL,"2026-02-03",NULL,NULL,"6417.60","Em aberto","Ref. a NF nº 368712","Importação PDF"
"208","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","369583/03",NULL,"2026-02-17",NULL,NULL,"12835.09","Em aberto","Ref. a NF nº 369583","Importação PDF"
"209","KIDASEN INDUSTRIA E COMERCIO DE ANTENAS LTDA","369795/03",NULL,"2026-02-23",NULL,NULL,"8012.17","Em aberto","Ref. a NF nº 369795","Importação PDF"
"210","RIO BRANCO COM. E IND. DE PAPEIS LTDA","158408/01",NULL,"2025-10-23",NULL,NULL,"1299.31","Pago","Ref. a NF nº 158408","Importação PDF"
"211","RIO BRANCO COM. E IND. DE PAPEIS LTDA","158408/02",NULL,"2025-11-21",NULL,NULL,"1299.31","Pago","Ref. a NF nº 158408","Importação PDF"
"212","RIO BRANCO COM. E IND. DE PAPEIS LTDA","158408/03",NULL,"2025-12-20",NULL,NULL,"1299.70","Em aberto","Ref. a NF nº 158408","Importação PDF"
"213","Brasforma Industria e Comercio Ltda","278570/03",NULL,"2025-12-07",NULL,NULL,"8570.00","Em aberto","Ref. a NF nº 278570","Importação PDF"
"214","Brasforma Industria e Comercio Ltda","280400/02",NULL,"2025-12-14",NULL,NULL,"895.05","Em aberto","Ref. a NF nº 280400 - boletos recalculados (antes 4 parcelas, agora 2 parcelas)","Importação PDF"
"215","Brasforma Industria e Comercio Ltda","281058/02",NULL,"2025-12-28",NULL,NULL,"3024.00","Em aberto","Ref. a NF nº 281058","Importação PDF"
"216","Brasforma Industria e Comercio Ltda","282166/01",NULL,"2025-12-28",NULL,NULL,"41482.80","Em aberto","Ref. a NF nº 282166","Importação PDF"
"217","Brasforma Industria e Comercio Ltda","279582/03",NULL,"2025-12-28",NULL,NULL,"3753.54","Em aberto","Ref. a NF nº 279582","Importação PDF"
"218","Brasforma Industria e Comercio Ltda","281061/02",NULL,"2025-12-28",NULL,NULL,"2970.00","Em aberto","Ref. a NF nº 281061","Importação PDF"
"219","Brasforma Industria e Comercio Ltda","282209/01",NULL,"2025-12-28",NULL,NULL,"2987.17","Em aberto","Ref. a NF nº 282209","Importação PDF"
"220","Brasforma Industria e Comercio Ltda","279898/03",NULL,"2026-01-01",NULL,NULL,"3864.00","Em aberto","Ref. a NF nº 279898","Importação PDF"
"221","Brasforma Industria e Comercio Ltda","282399/01",NULL,"2026-01-03",NULL,NULL,"7365.60","Em aberto","Ref. a NF nº 282399","Importação PDF"
"222","Brasforma Industria e Comercio Ltda","282429/01",NULL,"2026-01-04",NULL,NULL,"2604.09","Em aberto","Ref. a NF nº 282429","Importação PDF"
"223","Brasforma Industria e Comercio Ltda","281058/03",NULL,"2026-01-27",NULL,NULL,"3024.00","Em aberto","Ref. a NF nº 281058","Importação PDF"
"224","Brasforma Industria e Comercio Ltda","282166/02",NULL,"2026-01-27",NULL,NULL,"34569.00","Em aberto","Ref. a NF nº 282166","Importação PDF"
"225","Brasforma Industria e Comercio Ltda","279582/04",NULL,"2026-01-27",NULL,NULL,"3753.54","Em aberto","Ref. a NF nº 279582","Importação PDF"
"226","Brasforma Industria e Comercio Ltda","281061/03",NULL,"2026-01-27",NULL,NULL,"2970.00","Em aberto","Ref. a NF nº 281061","Importação PDF"
"227","Brasforma Industria e Comercio Ltda","282209/02",NULL,"2026-01-27",NULL,NULL,"2643.51","Em aberto","Ref. a NF nº 282209","Importação PDF"
"228","Brasforma Industria e Comercio Ltda","282399/02",NULL,"2026-02-02",NULL,NULL,"6138.00","Em aberto","Ref. a NF nº 282399","Importação PDF"
"229","Brasforma Industria e Comercio Ltda","282429/02",NULL,"2026-02-03",NULL,NULL,"2304.51","Em aberto","Ref. a NF nº 282429","Importação PDF"
"230","Brasforma Industria e Comercio Ltda","281058/04",NULL,"2026-02-26",NULL,NULL,"3024.00","Em aberto","Ref. a NF nº 281058","Importação PDF"
"231","Brasforma Industria e Comercio Ltda","282166/03",NULL,"2026-02-26",NULL,NULL,"34569.00","Em aberto","Ref. a NF nº 282166","Importação PDF"
"232","Brasforma Industria e Comercio Ltda","281061/04",NULL,"2026-02-26",NULL,NULL,"2970.00","Em aberto","Ref. a NF nº 281061","Importação PDF"
"233","Brasforma Industria e Comercio Ltda","282209/03",NULL,"2026-02-26",NULL,NULL,"2643.51","Em aberto","Ref. a NF nº 282209","Importação PDF"
"234","Brasforma Industria e Comercio Ltda","282399/03",NULL,"2026-03-04",NULL,NULL,"6138.00","Em aberto","Ref. a NF nº 282399","Importação PDF"
"235","Brasforma Industria e Comercio Ltda","282429/03",NULL,"2026-03-05",NULL,NULL,"2304.51","Em aberto","Ref. a NF nº 282429","Importação PDF"
"236","Brasforma Industria e Comercio Ltda","282166/04",NULL,"2026-03-28",NULL,NULL,"34569.00","Em aberto","Ref. a NF nº 282166","Importação PDF"
"237","Brasforma Industria e Comercio Ltda","282209/04",NULL,"2026-03-28",NULL,NULL,"2643.51","Em aberto","Ref. a NF nº 282209","Importação PDF"
"238","Brasforma Industria e Comercio Ltda","282399/04",NULL,"2026-04-03",NULL,NULL,"6138.00","Em aberto","Ref. a NF nº 282399","Importação PDF"
"239","Brasforma Industria e Comercio Ltda","282429/04",NULL,"2026-04-04",NULL,NULL,"2304.51","Em aberto","Ref. a NF nº 282429","Importação PDF"
